"id","local_account_no","local_sort_code","iban","local_tax_code"
705,"20574168","43-94-37",FR66 0009 1338 65J0 9SBC FO2M W63,gd8673w
706,"07839965","14-39-83",CZ03 4776 0349 6490 8264 1383,cw5298e
707,"81420004","69-76-02",FO95 2210 8040 3360 87,dt9763p
708,"30731690","17-69-33",BR59 6341 8408 7373 0689 5912 213C S,gr8147b
709,"74750640","21-06-38",CZ54 4256 7005 6292 9774 9552,ls4226k
710,"68374924","61-62-45",MK93 856F MWG4 UWXL 328,ks4116f
711,"47839925","44-80-75",KZ86 936O DEIX 3JWA SYKK,kp0120m
712,"92097741","38-88-47",CY21 8672 6817 K6GN QC0L BQHL 2AHR,ha3135q
713,"16970289","60-64-69",FI37 3730 6047 6358 19,yb0685d
714,"54338827","34-27-54",CR70 7209 0196 0460 3742 5,fr1782i
715,"38963122","68-46-22",,
716,"00640039","25-10-36",BH24 FERF A3UP NDQN EKEB HK,hx7308j
717,"38952881","32-78-62",ES13 3882 7975 9748 2570 1859,ss9761w
718,"75192397","00-37-19",IL82 4162 6267 0465 7445 334,cu7269p
719,,,VG56 ZFRW 3867 2699 3958 4194,mm8363u
720,"29655062","25-12-44",MR72 8768 1749 9408 3493 6255 653,ac2974d
721,"31709990","09-18-73",FR30 3227 8054 08NS S0BZ ITAO T20,ed3687q
722,"23074098","32-24-30",CY92 3942 8838 ZV7I 1ZBY XQYE FLHI,dy4151l
723,"08370894","79-02-05",ME26 0533 1153 0963 5738 62,ug1322g
724,"20618929","84-67-20",IS51 2787 2652 8300 2961 3870 22,vl3345l
725,,,SM54 Q332 7675 381N XL1K FJGH SWO,om7752s
726,"72902225","82-43-50",LT71 5715 5818 2064 6119,vw4944q
727,"60230872","47-44-35",CH77 6379 3ZGJ HGMS SH04 K,nj3379d
728,"25712480","71-20-65",LT34 0968 4145 7646 6303,qp5606b
729,"36471252","49-59-70",GE75 BN03 6465 8108 7361 94,sp8233j
730,"35435778","88-67-44",FR62 5644 5484 54LZ XITD G6YZ Y77,yo3707a
731,"10383344","07-25-29",,
732,"61883993","93-16-06",FR26 1517 4780 90AS WXVZ ZM5Q W21,sk6791k
733,"54627067","96-94-03",CH48 1971 04QH ARZH TBZW V,wq9875f
734,"81253646","64-46-49",,
735,"86338226","79-56-23",IE92 KBZI 3020 8373 8200 10,da6808a
736,"63591348","85-26-66",MK78 107V N4OR OQI8 742,zb7775m
737,"09791728","85-64-65",SE87 2624 9327 3854 2266 3979,nm5671i
738,"51140128","18-14-81",NL12 DIWS 9837 0343 32,uo1398y
739,"27185480","00-32-77",HR34 7894 0324 4378 4705 5,yn3361r
740,"16181898","13-89-79",EE07 8564 8043 7785 1129,fz0359r
741,"98819402","44-93-03",PK79 WNMG INOC KRSJ 3MUT XHB7,zk7638i
742,"65812973","51-61-38",FR17 4090 2865 14CH QL6V ON96 Y20,tu9740l
743,"94394717","29-11-46",SI91 5176 1327 9229 744,oz4832n
744,"28647093","14-34-59",FO05 2862 6367 2434 54,du2762g
745,"81924935","14-89-31",PS79 ZJGB BZP0 7TMX 5TB7 T1FV HGBN N,ei4130m
746,"53260244","80-95-33",NO82 4751 6309 633,fy6526w
747,"30953562","65-06-69",MR25 4983 0205 8874 4187 5866 405,tj7597a
748,"97059690","67-83-08",BA77 4426 8330 2907 5317,ou8909y
749,"10678005","50-30-41",LU04 257V DUDS OG0P I8G1,bp8448d
750,"66776432","51-29-58",EE75 4472 0219 5911 5104,dg1994i
751,"93518072","68-09-75",IS85 1432 3145 7536 3193 5371 71,pg9227y
752,"48095937","08-15-36",PL78 2816 9300 4043 5258 3315 2074,fr0272x
753,"56638904","34-81-65",DO47 JFRK 0816 7412 5152 6767 1889,la4609c
754,"02500438","11-73-48",GI25 TJWB PG14 NJAF QG59 MWX,cl6607u
755,"08980879","97-68-05",RS67 3652 8973 3406 8629 93,rr4855i
756,"06389841","11-38-94",CR67 4863 1270 2572 9216 2,cn8195o
757,"91778948","24-31-79",BR87 6232 2301 8342 2879 5332 936G C,ga0780n
758,"80760233","37-61-13",FR59 1416 7591 37XB PFIW VZGO S64,qg2491n
759,"96044456","67-55-83",ME53 8190 9688 6596 6408 72,ym5652k
760,"22215728","17-97-94",IL86 6365 0958 7942 4251 768,xv5340m
761,"06297980","74-56-82",FR29 0301 9339 23PC EYEP EOBA D44,wp6232l
762,"66765752","81-00-88",FI14 7026 6179 6059 95,rc5503m
763,"87170251","89-10-00",IE50 MCLX 3897 9942 4565 87,fx3241r
764,"09895145","23-27-08",GR11 4848 935W 2GFH YDFA UN5S CSE,bk0244j
765,"93393264","59-79-50",AD54 0480 7517 ZGKF OTLS 7N6U,uy8213l
766,"43859334","95-94-78",NO72 9658 6040 186,kn5936d
767,"57506376","55-52-74",AL26 7032 1484 HBUX QE11 NNZI 4KJ9,zj5941h
768,"63531512","17-56-25",FO57 8318 4657 5515 46,kd7551a
769,"06717394","94-01-48",IL34 5948 8790 9900 5372 146,mr2233n
770,"44717406","77-62-78",FR35 9161 2967 06N2 GNBR JYSG H44,fu4813h
771,"47079930","93-14-65",FR55 1700 4537 09AC RTMN RMID I68,iv9530t
772,"59071759","71-44-23",MK75 736L MYEZ L5TA O10,kj9540x
773,"98191089","25-99-56",AT86 1766 9497 5720 4352,po4295s
774,"82456576","14-55-48",IE88 YMGO 8478 8575 7368 44,ji0469c
775,"65021256","34-35-61",FR39 0761 3291 80BE KUAM WWD7 H41,fy6772j
776,"24628396","25-37-86",,
777,"66245335","39-60-76",GR52 5057 235I M6ZX QGGG KGMW IRL,gh3621t
778,"59015362","24-62-94",DO15 NYDZ 8893 5865 8468 9446 9600,cf5902p
779,"44653105","01-58-74",FR82 3716 9929 62WN MII6 KVDX U53,vv1821f
780,"40227637","93-57-42",AD27 7327 3008 AIKY W3YJ LJXS,dw2579n
781,"59049017","79-00-81",FR73 9745 7647 74PD EZP3 XYVZ O84,ci8087j
782,"47071417","38-81-97",HR32 0662 7454 8878 6890 8,lh9651w
783,"98642742","13-49-40",BG13 PHPB 2592 53SU RZM2 BM,jp3920e
784,"70347773","13-20-33",SM93 S795 7921 174Y 2LXL NMGH YOA,av5471g
785,"91028714","44-64-45",MD77 N5AO NMFV GFGE 2088 JWDW,jy7691u
786,"36326241","38-64-34",HU98 2616 4714 6412 9084 8229 4541,im7420y
787,"88080537","53-72-65",PT89 8692 4960 9614 2069 6024 7,lt5101j
788,"59454708","55-25-00",BH93 SNWZ 0HDJ AP2N Z1TM QG,wi4044n
789,"37098473","09-46-61",,
790,"93242470","40-51-99",MT35 AVAA 4594 9R8U 5OYD MFHE KX9L W7W,cx2804v
791,"26555015","96-25-98",GL03 7895 6994 1587 15,dy1949z
792,"93214835","01-32-05",IL37 4611 6676 6818 4814 341,vn6980d
793,"31460318","77-85-66",FR93 5724 8832 62YU RIEI UMDW 479,eb8946j
794,"66598317","75-52-35",FR98 9578 1963 42ZJ Z7UT 2GSS R15,qy5647x
795,"88877438","48-06-79",DO12 RHPW 6669 7496 2379 3891 3822,ta5128d
796,"77238351","59-59-82",ES59 6308 8845 5312 8748 6946,qc4805j
797,"59606703","04-44-62",FR14 8493 9000 31XB ABGQ WS1O A16,pz3813u
798,"67919165","45-73-64",IT59 H782 7961 3387 YZSE NU2N 74G,rn3270e
799,"35660001","25-85-42",DK73 9691 9232 3326 72,vm3883q
800,,,HR39 1101 0577 5772 6620 8,he2183s
801,"99539400","01-79-52",KW67 FMRV IREW YOOJ 7ATD NCHD 78MK 6S,fw4825m
802,"32283995","61-07-79",,
803,"09705196","78-93-76",LV52 OVPF KLHL KSPN 4ATM 4,zv2891w
804,"46458860","80-18-06",CR28 3468 1588 9825 4869 7,ey9741a
805,"06644088","35-71-09",LT91 5367 6923 1050 2435,ur1163z
806,"67041782","68-77-07",NL94 QTQY 8251 2158 18,xj2428e
807,"35243092","87-92-63",BH69 PHQC Q36A FKHH 1Q9D 6F,ai5589w
808,"86991919","20-09-58",CR27 2756 5188 6230 3046 1,kf8002g
809,"22275857","00-26-58",FR82 4335 7929 63PS UBW1 SFRR 537,tr9422l
810,"27715766","13-61-06",DK22 1991 9711 0592 12,iy4586o
811,"37957108","93-99-00",MR76 8350 9330 3772 4534 3520 781,um5972a
812,"74267684","63-64-98",BE03 7128 3082 3032,kr0083l
813,"78332558","06-97-05",,
814,"51502350","41-32-30",,
815,"73439892","26-82-14",RS72 8572 0955 2938 2690 06,bj4974c
816,"51206863","17-78-91",TR59 1066 3T8S R1RI HZCH IZXX HF,vi7911v
817,"55782497","91-66-96",LV81 OHXU NOCU YGSF 5GLH T,gr1137c
818,"37637545","40-97-20",GR85 3184 691Z DAYR TLLY O7UE QJS,gi7779o
819,"04963464","31-43-93",FI43 9702 2817 6935 51,xf6852w
820,"78957448","03-84-13",,
821,"11163828","94-41-65",PL82 8599 8387 7716 2388 5981 3588,tw6269j
822,"26179873","23-63-53",GE52 XE73 3368 6373 7582 12,uc5215x
823,"48836806","15-09-70",DO52 GQ61 0287 6478 6957 2688 8731,wl6612w
824,"12762709","09-27-61",LB35 0777 GL2W BSQQ 2TOL EG46 JEQ2,pg9615q
825,"42663226","44-90-98",FR02 2418 5992 85IK ATTY 2P93 H78,lu2448u
826,"22687130","58-26-77",BR39 9416 2077 1050 1412 5604 117O N,xl3807c
827,"83546789","49-50-28",IL36 4154 0873 4729 4581 935,db7324y
828,"84630691","77-48-82",FR02 2970 4022 63EE JPOZ JYNO 847,yr3798n
829,"32395373","38-96-39",GR16 5454 818T GUDP DTRS AZWY 4HX,bp6893o
830,"67999230","68-88-62",BE43 2209 6080 1871,uy4714r
831,"36261942","87-40-58",FO41 0037 9612 6218 64,uf2180g
832,"02712053","06-85-59",NL45 CSBS 8100 5958 04,oj2984v
833,"94455519","96-83-48",SI34 8311 6584 4714 888,am3328b
834,"06558291","87-50-67",KW55 GYFL WIDH VEEI HNJD 5ZVP Q3QP KY,jk1899e
835,"23999817","80-58-07",IS43 5507 4761 0278 7515 4482 50,tf9667c
836,"58224647","17-20-65",ES07 1006 2240 7121 1408 3223,zm1078u
837,"34145089","93-18-27",LV63 IDQW QAKM J2ZE ZBIK S,wr4837c
838,"15339478","59-93-15",AE84 0793 1986 0488 5514 110,rj4929q
839,"51343544","10-01-26",,
840,"41058420","03-98-04",AL12 4854 2334 HBWW ZWGN 6TJK XNCV,yb3596j
841,"40728909","54-10-06",FR05 7617 6945 42HG 0FP6 395G J41,lb6030u
842,"89461686","53-75-62",FR22 0137 9018 63AL 82M5 LX17 K35,kv2730l
843,"92658413","44-40-98",CR07 0186 2753 7372 5597 7,ji1765t
844,"57726599","89-39-30",SI72 4827 4473 8457 974,un3093h
845,"97668108","20-69-02",KZ78 765O PDYF QPOP Z8LE,mk6541u
846,"40772080","27-74-12",FR79 8609 0992 38NC D497 XI1B L71,om8798h
847,"21937940","01-38-79",SK54 6643 4802 3664 3645 7386,bv5714e
848,"57821697","27-09-60",MT91 PYQF 3265 3RNZ EBQ6 AVTN T6BF KDJ,om3456o
849,"52120264","15-44-69",HR81 0823 0314 1563 8179 0,hu3544m
850,"81158938","05-38-80",FR39 2910 6224 75J1 CKBC IK46 V77,zv3334x
851,"80722561","54-27-47",PL14 8964 2558 3727 5250 9949 9290,az9417b
852,"15925868","79-45-74",GL54 1294 7532 1654 38,he0896s
853,"06209625","15-38-50",FR50 9803 2566 992J BREX POVO N85,vt6327x
854,"98662027","67-49-94",TN48 8376 2840 4718 1266 9327,fy7398x
855,"64139333","62-72-38",NL53 BILY 9296 8408 77,eq3009n
856,"29525681","61-24-66",BR28 1516 9093 3140 1978 5561 315G T,hw4552m
857,"02002408","79-00-07",GE46 IV39 0660 9787 7903 44,qv4119u
858,"83811365","01-94-59",BR74 2521 4113 6353 4272 9378 988R A,tb0514y
859,"47346696","44-21-11",RO62 YFRS BHFB UQKV BSM3 BNO8,ga9470r
860,"20036636","73-63-17",AZ79 NYOQ ULFX 1HIK MA1S GGJX 7GHM,hu9093h
861,"43404947","51-68-97",MT42 TDSJ 5269 4VS5 YXQO 14DC FHJR 12W,zm0050q
862,"73495962","74-04-98",HR67 9134 2005 7711 9142 6,qv3777q
863,"52593480","46-99-46",KZ24 851K MSIC TJF3 GM0V,qv2154p
864,"31643759","83-03-15",DK58 0551 1850 7886 38,gx8169o
865,"59057572","86-41-85",NO17 9006 2008 871,ni0411t
866,"62351540","70-20-99",FI12 5242 7908 9293 25,er7428l
867,"43018512","79-51-65",FR04 9040 2115 38J1 6FUK WCQE D63,cl0922n
868,"21059637","65-10-10",LB95 5279 UNHO CMSJ PKTU YVLW MM4Z,ww4887b
869,"42250201","05-24-63",PT86 0618 2570 0770 5249 0559 7,xp6598t
870,"16816633","57-45-53",RS68 9038 2135 7608 5650 64,ha5051m
871,"20957171","60-83-93",LU22 608G DWBD W9KO ZLOB,zo2936v
872,"32790030","08-67-90",GE94 NN08 2542 4409 9387 37,zc2054t
873,"68597397","46-43-83",,
874,"76746718","27-43-23",RO67 NSMS QMWZ V7YH 6FQ9 Q5IA,od6348r
875,"11809560","52-00-37",FR48 5433 0322 31BQ FYGV TAPE S68,mi1948n
876,"59087003","72-48-50",LU14 352G J294 OXLV BRIJ,kg6028v
877,"12003192","91-28-46",IS26 6379 6031 6779 4180 8174 75,ks7392m
878,"79151243","07-93-22",BE09 2871 6739 3652,hs4571h
879,"93368090","41-61-68",IT23 K288 3061 3775 AWRF OZL7 OD3,pw2456n
880,"60175529","84-60-07",AL67 0675 6347 DO4V 3OHN 9JFJ BYTP,ep0891r
881,,,FR68 5322 0259 19WE JWHU RG4Q 928,tt1052m
882,"91513279","41-66-79",,
883,"01508142","84-24-16",BG46 SLXW 6520 46UD V3OS RR,ir5094k
884,"50456381","94-85-76",IS40 3709 1496 8483 3144 3315 70,qh8685e
885,"59462108","76-72-94",FR60 6163 2504 1643 5PPW 8E3T B17,an3657c
886,"42831769","43-12-44",AZ27 SDIA VARH H8CM RKGE JQHM RJTG,wg4835w
887,"60506131","01-27-58",FR34 3180 9647 43KE WSQC 2JYG 352,qf6130e
888,"70643221","80-63-33",IS26 3141 3135 5728 3284 6480 76,ov2663n
889,"73686221","24-88-00",,
890,"13560987","37-19-49",SI42 2228 8471 8068 430,bt1527x
891,"36978789","12-58-97",FR94 6409 4264 34X3 9BYF ENR5 H54,pr8406k
892,"41682083","90-73-94",IL78 9079 3118 3240 8029 638,eo0859q
893,"57877782","35-33-46",AD35 8946 0368 P9YU QWDW RVYQ,jb2301q
894,"51043392","13-25-47",,
895,"14747565","05-36-28",,
896,"15692962","74-04-06",SK20 0701 2339 1379 1553 2349,tl1423s
897,"26432886","39-29-06",IT12 V459 4073 748J 5P7M CDQF MWY,le0335w
898,"45822403","34-04-20",IL03 7119 2430 9409 2757 127,vb5291v
899,"47704872","04-00-76",FR35 9152 7093 562Y MQNW HVJR T37,lq5156u
900,"51498904","17-57-33",BE55 6061 4557 2207,uk8616q
901,"84167615","51-82-82",MK73 445D PEQS V6OW 486,ew7320q
902,"27238616","52-09-84",SK15 9727 4974 9788 5034 5604,ak1646z
903,"30536810","16-68-62",DE71 9739 8337 7418 0856 43,nl8501t
904,"22491102","54-25-87",FR24 7844 6498 50WU JFVO BPGD U51,yk3820c
905,"95476830","79-23-67",,
906,"13747070","11-05-89",AD81 0744 9835 SGKH FXFR YRJF,ic9996g
907,"71844388","72-48-57",SA06 917M EOTQ F0DT QV4C I0VL,jl7905h
908,"61421331","30-39-14",GI42 DCFA WLHA D54N KWBU YYO,jd0188j
909,"08397753","70-35-72",FR30 0642 1757 53BL ZXHO UYLX Q68,hw4542h
910,"58647890","15-67-72",FR30 4691 4313 17Z8 8D3I HCU9 T17,wp4972s
911,"48332064","65-09-18",FR61 6656 5283 84ZX YEXW DUBT L32,tt2081m
912,"33378454","53-15-80",FR33 5215 1245 48O6 VWSC XVBS V78,rr1513z
913,"47325149","23-14-16",NO81 3330 1458 425,ru9933e
915,"73584270","72-59-59",GE34 UX04 6557 0529 2759 66,dw4734t
916,"90818197","42-07-11",GI60 NFKC QJWM 8VAX AT8U 5I2,mm1629u
917,"60157975","87-61-97",AE32 8087 6890 4831 7748 436,at5238n
918,"71542522","63-06-39",SI69 3698 1235 6915 164,st4337p
919,"97235653","94-09-20",LI39 9787 54OR A9JB FAZS C,in6748i
920,"56913270","09-63-23",MD90 7L9G RBWZ UY8K QHYN G701,vl1195k
921,"65583294","64-62-30",FR07 0216 9402 61QT UF2E PCA4 P23,fm4842a
922,"75363197","06-37-25",FR14 5960 9897 58AC Q4DQ KU5W T85,fw3268t
923,"22299829","16-70-50",AT46 6782 5217 2218 9571,zq9620c
924,"21227310","59-14-98",LU50 8341 WFCO IL2I SRUS,xz5583z
925,"68897113","75-11-30",CY06 1051 1326 TOE4 3QXH A4XM 0W5K,rg8255d
926,"43602162","27-23-94",SM04 O802 6711 541H SO9R NDLQ UPD,ja0643z
927,"28323785","61-03-14",BR93 6766 4361 9769 8848 1762 655T 5,cs0927c
928,"54082435","10-53-20",MT20 TFMM 6470 11J4 P4Q0 YTHO RUZM NYW,jt3039s
929,"46675339","21-30-93",ES95 6512 7282 3200 3457 7542,uz1637y
930,"52314136","52-17-34",BE03 1993 7074 1829,ti2125y
931,"15432108","94-84-78",FR36 0955 6578 61HI LEMT 670N 491,js0041u
932,"64092710","07-74-46",AL96 9508 5716 OX8A VYA8 ZBYH LYEQ,ex6257z
933,"62799440","61-79-07",LI12 7183 6XSL 57BO 2EFR X,sg8202g
934,"83388298","19-63-04",MR34 0035 9813 5556 1599 0844 902,bn4203y
935,"74061816","87-35-55",AT33 6046 0185 1413 1177,em5423i
936,"29342045","25-83-75",GI09 OKFZ HIPV 4WMY XDB1 MSW,ij4040r
937,"56987241","22-23-40",GL98 0148 9503 5259 01,yo7112t
938,"37236823","71-95-62",CH08 7151 5NGC EMFS AA7W Y,sh1637w
939,"36889871","13-89-99",,
940,"57913836","07-37-55",MD08 ERIR QU4U VPQT S0F3 NJYI,mu2827n
941,"33211314","11-51-16",,
942,"39075238","61-65-78",FR90 1033 0750 59BM YDSV EI7Y M62,di3425p
943,"38087066","62-54-47",IT50 J997 7488 906K 9QH5 NJJC 7XT,if7649v
944,"04083692","22-33-59",BR78 3058 5656 4659 5990 6865 775O 8,li6657f
945,"24906965","73-64-39",AD36 3652 2740 6WH4 VMTJ LBN0,xo9412s
946,"16507289","53-41-29",AZ49 JXDG PJZS AD2Y KJNL NOD9 CLYL,xt5100t
947,"89871757","96-11-51",,
948,"24157094","87-03-93",NO95 5904 0766 588,uh5659w
949,"54471885","26-21-51",LV12 MFZH G5IT HXBY ZG1E A,up7248c
950,"01981015","97-35-60",LT06 8745 3282 7426 8679,rf3885f
951,"76637423","07-43-82",SE21 8994 8516 1274 7590 8557,or3741b
952,"53705739","22-98-30",PS46 VEWC 8NI9 0GRY 44MK DRV0 L894 U,ob1612s
953,"79165684","33-00-20",LI25 4676 8H3V SYC8 TNB6 K,rc1966i
954,"41034448","71-61-33",HR48 1160 4234 4945 5657 5,kk5135f
955,"26954759","47-21-30",,
956,"61937162","42-06-26",MK89 469K KCJ8 IMCP D69,sz4530v
957,"35917517","37-91-20",IT28 E900 8064 3214 58CQ R1R8 OOR,qz6078v
958,"92184152","89-33-97",NL69 PXSQ 3952 9886 88,ms9685f
959,"65342885","44-62-53",ES53 0291 3949 5518 4717 8957,sv4492t
960,"16719983","27-20-64",PL55 7276 6678 0685 4563 3239 0428,vz5006k
961,"05125463","39-38-32",VG18 ZLAK 4580 0045 3999 2225,ef0006t
962,"34210929","70-26-77",RS70 6180 7985 8109 3345 54,om2359p
963,"94594959","16-04-99",FR56 9298 8605 19RX MKAX TMXI 364,ub9615j
964,"18479576","07-10-24",IT53 F322 9873 574Q Z4WG SRCD NBC,gq5407y
965,"35513485","76-07-49",RO25 HNDY E1NV ZCOS FRCG FGS6,oi9507o
966,"69411679","46-37-11",MR44 4374 3775 0243 2390 9425 517,jh5060r
967,"51422952","50-09-37",HR84 5371 2688 1361 2761 0,at8081u
968,"27320415","33-58-66",FR60 3655 7321 052A 0D4D JCEU K33,hq5595s
969,"42355810","88-10-20",PT19 8331 0713 5247 2933 8102 6,sb4032i
970,"98660501","03-74-07",FR66 6716 4955 19WY LFIY Y5NT O08,gh5625p
971,"99636389","36-51-42",NL30 UHDF 6343 5453 53,ye0230i
972,"91075214","56-27-78",,
973,"96163673","18-93-85",CY31 4483 6615 B6FA MWIL HCIE REWS,gq0428x
974,"05544811","77-83-45",BE84 2179 4268 0568,xu0810r
975,"66666741","88-11-97",CZ20 1773 3474 3212 7184 7006,qq6629c
976,"89570298","91-49-11",DE82 4291 9904 4686 9039 91,ba4598l
977,"80831886","91-08-85",GI40 IFQQ IAL0 SNSJ 4MBJ D5J,nu6448m
978,"95614260","18-62-29",LI25 9339 2RME R37R KBIP 3,xo2595v
979,"10681204","60-06-45",HR78 8267 3461 5235 8580 0,ib1092z
980,"42486705","76-91-36",AD13 7809 5841 N3CB FVJA MMZY,mf5225o
981,"60711530","19-32-15",PT46 2640 9070 9627 5335 3477 8,ry4912e
982,"61006247","70-42-20",DE35 7080 6677 0909 6096 25,jt3448u
983,"70552033","08-88-24",FO41 0348 1980 1445 53,af7206w
984,"75673790","50-26-01",IL54 6089 8072 3365 8383 229,af5618x
985,"49505090","89-71-22",CR52 1073 3136 3911 4205 5,ku9840v
986,"11551244","17-72-31",HR28 4421 5467 5096 7773 5,ej0519x
987,"02266929","06-08-20",MT14 GSAQ 5932 7PIA 5AMC SM3F D9VV CHG,pg9082v
988,"42686977","17-19-14",PK37 VXPU H0LK 89YC DNLL 1BDP,my4424u
989,"94012341","28-48-95",,
990,"73489271","23-90-65",CZ96 3133 2493 5272 7399 9153,qz3003o
991,"51260204","11-35-60",PL73 2472 2147 7809 0106 7814 5309,id4701t
992,"16203151","15-70-32",IS23 3198 2013 2072 0340 1262 76,hm4955c
993,"58698746","04-73-40",IS31 3211 3248 2667 6173 2006 37,zg4269s
994,"69632417","97-25-53",FR68 9694 6431 355G TIBO CS0U 079,vk8692a
995,"07162820","30-26-29",EE36 4848 0378 7838 1598,xv1241q
996,"59650915","19-00-43",FR54 6607 8738 86BI LVAJ EVCK V54,rw0213f
997,"69253954","03-75-93",TR05 8196 6ALK 9ASV 7R2X LOKL HS,ap2297u
998,"48065328","83-51-16",FR59 7042 3082 56MV PXFW KDY2 V86,wg7309q
999,"94679972","29-36-00",CR90 3039 3199 6485 2281 0,ri5185r
1000,"30521744","01-39-44",DE14 4385 2691 9006 6052 76,jb5140f
